timestamp, ax, ay, az, gx, gy, gz
0,3989,-13996,4784,-8165,24,-218
10,3028,-15146,3041,-8028,3200,-776
20,-330,-17483,1866,-5560,2415,-1775
30,-1433,-18069,1898,-4548,1253,-1805
40,-906,-17653,2711,-3982,390,-1301
50,-418,-16467,3647,-2912,183,-399
60,-249,-16422,4036,-2520,-138,-177
70,-57,-16362,4138,-2360,-487,233
80,-649,-15709,3917,-2993,-309,1107
90,-1017,-15313,2866,-3541,-870,1476
100,-1283,-15538,1612,-4237,-1738,1685
110,-1140,-16065,354,-5050,-1973,1853
120,1272,-18230,-1194,-6328,474,1698
130,3336,-19229,-2966,-6071,1917,1223
140,4147,-19188,-5142,-5568,2120,192
150,6676,-21039,-1564,-4589,-2517,-1967
160,6791,-22428,1544,-2680,-4682,-2943
170,5222,-23574,4740,-848,-5474,-3125
180,4019,-22207,5874,218,-3276,-2112
190,3242,-19654,6626,-922,5869,-1229
200,2697,-19077,6268,-413,8481,-1432
210,2409,-18110,6180,900,9192,-1614
220,1195,-15795,4915,4169,8352,-2423
230,591,-14367,4333,5674,7154,-2742
240,682,-13298,4479,7431,6255,-2811
250,609,-9641,5560,12797,4752,-2896
260,740,-7334,6002,15958,3795,-2855
270,83,-6128,6630,18654,2286,-2971
280,231,-6306,10889,20236,-327,-3212
290,3721,-11300,12701,19125,-4522,-4723
300,6006,-17254,7981,17424,-2032,-5515
310,3999,-22731,3900,14008,2845,-5248
320,-3761,-27453,-7237,10633,8438,-1390
330,-5870,-29587,-5149,12425,4523,201
340,-4711,-31234,1304,17187,-1309,591
350,807,-31519,11783,25280,-8045,-20
360,3462,-30131,12890,22491,-11131,1259
370,9590,-29198,11662,17962,-11213,3294
380,16008,-27490,9038,15585,-569,1499
390,14631,-26838,6737,18249,5986,375
400,11874,-25950,3485,20155,7173,-339
410,8105,-26825,3994,20007,3408,-821
420,3071,-31057,7692,17080,-6072,-891
430,3933,-31321,10424,14685,-7695,1308
440,5699,-29254,10474,13733,-6947,3314
450,5360,-19947,7721,12909,-6079,4253
460,7307,-16285,6171,12005,-6458,4322
470,7268,-14283,5338,8763,-4975,4587
480,6041,-9780,1323,3918,-6329,4287
490,5056,-6914,583,2363,-7781,3413
500,4357,-3704,515,1422,-8049,2432
510,3538,1439,52,-1390,-4756,2303
520,4326,4027,-409,-3839,-2720,2357
530,5520,7222,-51,-6410,-1439,1620
540,6671,9574,32,-8224,-765,-393
550,875,10448,-831,-10710,2127,-2809
560,-3312,7887,-613,-11696,2555,-2456
570,-5688,3769,-349,-12256,987,-1732
580,-4236,-3321,2544,-12112,-3931,-891
590,-2371,-5823,5842,-11147,-4782,-538
600,-2257,-8263,10871,-9276,-4662,-138
610,-3505,-13458,18832,-854,-3496,1431
620,-4351,-10908,15194,2982,849,2488
630,-4132,-7862,11890,3843,9003,4115
640,1255,-4460,1159,4625,16292,7777
650,11516,-3918,-18559,763,18337,7864
660,18742,-8086,-16966,-8755,14231,5249
670,21493,-14652,-5824,-8563,9767,2103
680,14367,-31223,15216,7034,-6608,-1689
690,2275,-31381,37,2557,-5189,-2910
700,-4137,-26536,-19166,-27426,24204,-239
710,-2213,-22234,-20042,-26309,24026,223
720,4477,-22735,-13541,-21593,15733,1434
730,-1865,-32764,21364,-15605,-1816,-7440
740,-2000,-32764,11546,-6570,-11157,-10660
750,-224,-32764,517,-8714,-11206,-10883
760,3827,-30359,613,-20742,-11178,-6288
770,3505,-31880,5264,-19283,-10159,-5793
780,483,-32764,8632,-17945,-10788,-5469
790,-4302,-32764,10173,-18892,-8309,-2766
800,-5149,-29342,9663,-17157,-9056,-2787
810,-4843,-25386,10313,-14582,-12853,-3073
820,-2130,-21825,10570,-11757,-17234,-2997
830,3679,-15289,9445,-9239,-16032,-715
840,5539,-11370,9136,-8690,-13691,487
850,7169,-8922,6932,-7634,-13805,317
860,5858,-4803,9291,-7960,-8036,-1549
870,4688,-1464,10719,-6912,-2185,-1374
880,433,800,8139,-5713,1057,-1176
890,-6521,-4261,5031,-5867,9640,297
900,-8037,-5664,4717,-5544,16008,1734
910,-6697,-5241,8035,-4733,20425,3948
920,2224,-3259,12249,-2056,20365,5708
930,8679,-4237,5056,23694,-11133,-626
940,9471,-6449,5393,27539,-13276,-3502
950,9750,-24958,-579,31771,-13129,-9076
960,11267,-32721,3280,28463,-5529,-10353
970,11660,-32764,6691,24922,6681,-8540
980,13348,-32764,3586,25083,15504,-3925
990,8604,-32764,1433,24934,11623,-5170
1000,2941,-32764,233,25208,7064,-5934
1010,5244,-32764,1601,26167,3707,-3514
1020,9994,-32764,4010,27724,5474,368
1030,11105,-32764,6285,24848,2007,956
1040,7177,-32764,8478,20452,-1449,736
1050,2203,-32764,9838,15234,-4241,3639
1060,1168,-31081,9573,14389,-5490,4134
1070,1221,-26545,7840,14219,-8306,4303
1080,517,-23829,5166,14602,-12041,4108
1090,1058,-15019,453,12600,-14956,4844
1100,2452,-9862,-1708,10372,-15881,5838
1110,5691,-4658,-1997,8398,-16570,6039
1120,9343,9192,-2900,5084,-11100,5624
1130,9242,14845,-4157,1100,-5980,4177
1140,9163,18806,-6013,-3858,-1126,2928
1150,6504,20742,-7843,-9096,3298,1409
1160,1059,18792,-10476,-16953,8325,-1807
1170,-1361,15633,-9175,-20045,8605,-3028
1180,-2617,4920,-4074,-22080,5468,-3316
1190,-1601,-1412,-823,-21521,3743,-2884
1200,-839,-6961,3973,-20528,2431,-1660
1210,874,-11573,10268,-18307,1480,-128
1220,1240,-27029,30519,-8896,2579,947
1230,-1046,-32764,32764,-277,-2030,486
1240,-6262,-30291,32764,12483,-9108,-619
1250,-4118,-12855,18698,25524,15511,4866
1260,-3314,-1681,-16488,25569,20445,6383
1270,7660,2705,-32748,889,25661,6990
1280,25347,-7595,-29391,-20475,27729,5937
1290,27082,-28727,-3306,1332,-5661,-3148
1300,12249,-29633,13954,11163,-19650,-6946
1310,-2190,-22850,16098,13590,-15174,-7300
1320,-5945,-18450,-19191,-12701,6375,-1221
1330,-7932,-17165,-32494,-21675,20299,740
1340,2414,-20416,-25747,-25761,25961,4039
1350,5343,-32764,31313,-30696,20714,2091
1360,-464,-32764,20514,-15663,-10749,-11146
1370,-3670,-32764,-6828,-12220,-16236,-10992
1380,491,-32764,2336,-28775,-1290,-1737
1390,1474,-32269,9688,-25966,-3889,-1457
1400,-1929,-32764,7240,-20986,-12147,-3044
1410,-2167,-32187,8017,-20894,-18278,-2069
1420,-1483,-30110,8200,-18468,-16662,-1775
1430,973,-25436,9521,-15267,-18444,-1331
1440,5407,-17567,10859,-12085,-21338,-1271
1450,9628,-12160,10398,-7693,-19240,559
1460,8853,-8736,8460,-7474,-16300,814
1470,7963,-7474,6966,-8001,-15912,211
1480,5376,-650,10867,-9565,-5370,-300
1490,3879,2447,9459,-9401,2248,-383
1500,-1123,77,5854,-9795,7527,-1007
1510,-7735,-5684,4653,-10762,18172,769
1520,-9016,-5298,8581,-9308,22784,3372
1530,-3369,-5781,15617,-5472,28151,6662
1540,162,-4160,13968,1196,28921,7404
1550,4418,-1759,5627,12687,252,3528
1560,6133,-2687,5381,16711,-7142,1619
1570,8120,-4468,4538,21755,-13148,-762
1580,9099,-13291,2028,30078,-23003,-5587
1590,9985,-23165,-1409,30737,-22144,-7296
1600,14040,-32030,2124,27737,-15146,-7822
1610,17055,-32764,4191,23359,13914,-1756
1620,17010,-32764,4429,22180,19622,125
1630,12947,-32764,2699,20897,22484,-1879
1640,2172,-32764,448,18149,28066,-2683
1650,7231,-32764,1916,22093,24585,-156
1660,9413,-32764,2596,26562,19604,-59
1670,6894,-32764,4058,25118,3713,-1251
1680,6584,-32764,5923,20996,-592,566
1690,5056,-32764,3185,17950,-1340,2411
1700,6104,-32764,4328,15226,-4419,4113
1710,4537,-25224,3886,13632,-8781,4111
1720,1805,-21400,1881,13653,-11301,3125
1730,-575,-19429,332,13789,-14195,3312
1740,2635,-8659,-35,13658,-16605,6117
1750,4098,-1490,-1473,12060,-14986,5218
1760,6008,4989,-2974,7453,-12242,3939
1770,6264,9874,-3428,1744,-8669,3073
1780,6314,19394,-6160,-7376,606,1701
1790,4321,19318,-8135,-11714,4064,281
1800,2666,18030,-9948,-16015,5059,-1194
1810,-1259,14614,-7116,-23164,5216,-4098
1820,-3090,10689,-4903,-23881,4612,-4163
1830,-2005,-32764,32764,-11196,3335,293
1840,-5154,-32764,32764,2831,-3075,-1067
1850,-8128,-16582,24892,18479,-6472,-123
1860,-7332,-7336,28987,24468,6169,7793
1870,-3433,4745,-1307,29561,13514,8921
1880,1617,14084,-32748,15317,16025,7106
1890,32585,-13542,-28224,-24849,21847,5667
1900,32748,-30440,-11948,-7949,5008,3737
1910,32748,-32764,32764,10220,-18923,-6339
1920,-15637,-23305,-11739,13485,1067,-9461
1930,-10952,-14966,-4752,-21935,19272,406
1940,-4372,-12942,-25218,-27352,29589,7496
1950,-104,-13979,-32142,-21377,32538,8375
1960,7533,-32764,19542,-31749,14201,-1126
1970,3988,-32764,20871,-21596,-9143,-9666
1980,-978,-32764,-4462,-14165,-16257,-14047
1990,-1553,-32764,-2186,-28023,821,-6956
2000,-4047,-32199,4077,-26255,-2748,-4839
2010,-2913,-32764,6858,-20752,-13294,-4519
2020,-4326,-32277,7732,-17328,-19201,-5298
2030,-652,-26796,8122,-16740,-18314,-3778
2040,3158,-22980,9711,-14616,-18289,-3569
2050,6514,-13543,12958,-9666,-18044,-3863
2060,5133,-11223,13683,-8562,-17341,-4559
2070,4981,-11176,13267,-8155,-13765,-3868
2080,1578,-8377,4974,-7279,-9752,-1177
2090,1296,-5652,6548,-9355,-8946,-1261
2100,1694,-2115,9401,-11051,-4684,-1380
2110,-4535,-3090,5466,-11679,441,-791
2120,-6845,-4631,4828,-11327,9898,223
2130,-8247,-5241,8702,-10898,15120,1964
2140,-7164,-5068,11671,-8473,21703,4369
2150,-593,-2479,8280,69,23315,6429
2160,1851,-2180,7249,5136,11631,5193
2170,5275,-1944,5840,10821,1100,4186
2180,9602,-2309,5626,21073,-13622,-797
2190,11216,-5615,6165,26207,-20390,-3767
2200,10761,-12810,3151,30796,-24817,-6433
2210,10011,-22845,-721,32611,-26552,-8331
2220,14738,-32764,940,28235,-9936,-6500
2230,19405,-32764,2925,24907,7529,-1191
2240,21486,-32764,3821,23369,14765,426
2250,12641,-32764,1496,18081,25490,-2631
2260,6702,-32764,-951,16620,32064,-2309
2270,7267,-32764,1,22818,25825,-38
2280,6502,-32764,2815,25305,14911,-796
2290,2596,-32764,6186,24156,5507,-1022
2300,2845,-32764,8132,21367,-1220,318
2310,1963,-32764,3362,16257,-5859,1479
2320,4778,-29497,1934,12915,-8963,3860
2330,4248,-25418,3397,12357,-11896,3774
2340,-175,-20839,1387,12274,-11768,3561
2350,1331,-17287,967,11862,-12586,5467
2360,3427,-11301,-790,11442,-11844,6565
2370,5669,2020,-4205,7284,-9400,4222
2380,6877,7648,-5477,3050,-6583,3581
2390,6045,11618,-8058,-304,-4827,2428
2400,6373,16797,-6548,-3967,-2621,1707
2410,2648,17946,-11277,-12060,3165,-392
2420,1888,17022,-12520,-18627,4847,-1282
2430,-377,14427,-9378,-24001,5371,-3142
2440,-3898,3033,-407,-23438,3903,-2998
2450,-4483,-5562,3970,-21340,2365,-1572
2460,-3514,-13976,13576,-19789,3101,667
2470,-240,-25543,32703,-16006,6390,3203
2480,-9160,-32764,32764,11268,-1425,429
2490,-8766,-24018,32764,24322,-2314,3495
2500,-4915,-999,-1199,31419,4931,5793
2510,-6428,12048,-32748,19297,11711,5509
2520,12679,4400,-32748,-14840,27693,7236
2530,32748,-32704,-7967,-6314,-2783,-183
2540,27103,-32764,32654,9374,-25262,-11985
2550,-1701,-32764,11492,28150,-25280,-17540
2560,-2724,-6355,6067,-7190,804,391
2570,-9460,-7680,-28036,-19567,9445,2001
2580,-6868,-13320,-31901,-28584,29982,4870
2590,6492,-32403,5206,-32764,26263,2802
2600,179,-32764,32279,-28379,5065,-4076
2610,-609,-32764,-163,-16815,-14434,-9327
2620,-4173,-32764,-8958,-23658,-5762,-6012
2630,-3068,-31785,1938,-32678,-1441,-2267
2640,-1676,-30475,3257,-28551,-11680,-2712
2650,-1353,-30921,2265,-19823,-22180,-5413
2660,2455,-28122,5243,-10948,-25101,-7232
2670,7663,-24898,9587,-8800,-23660,-6387
2680,8345,-20580,10377,-7435,-20912,-5171
2690,8169,-16206,10763,-6987,-21115,-3768
2700,4224,-364,11627,-10007,-2137,-1435
2710,-408,-512,9861,-11447,5434,-2022
2720,-5001,-2823,5039,-13211,13630,-1589
2730,-10970,-5273,7299,-13789,19411,793
2740,-5086,-4602,9546,-3966,22457,5748
2750,-2174,-2019,9379,-845,23165,5992
2760,353,-1383,8613,3094,15730,4106
2770,1761,-2218,5233,8730,4815,2452
2780,4639,-1267,3792,17309,-10206,-139
2790,7351,-2676,4942,21658,-15571,-2557
2800,9148,-8222,6379,26553,-19792,-5160
2810,9726,-28646,-2284,31461,-22890,-8079
2820,16196,-32764,410,29731,-18424,-8027
2830,17343,-32764,2171,26877,-4097,-5062
2840,20432,-32764,2308,24693,15816,503
2850,14826,-32764,1156,19858,19904,-2037
2860,10232,-32764,-1462,16548,24890,-3210
2870,6046,-32764,-3213,15556,26812,-3345
2880,13171,-32764,2903,22992,19844,-2346
2890,11893,-32764,4975,26789,17118,-2935
2900,7303,-32764,2714,27626,9038,-2917
2910,4226,-32764,5673,23414,-1155,-1359
2920,5253,-31025,4570,13011,-1416,2876
2930,5178,-26198,3022,9945,-2138,4156
2940,1757,-17232,60,8596,-3787,2538
2950,-805,-15638,-2634,9486,-5418,2331
2960,-1491,-13240,-1518,9567,-8109,3482
2970,760,-8165,-1990,9643,-8819,4215
2980,4611,4840,-3361,5320,-8451,1897
2990,5760,11480,-3201,888,-6327,1160
3000,4729,14498,-2824,-3010,-3519,178
3010,790,18299,-7414,-10260,459,-251
3020,-493,16918,-10278,-16676,1684,-1021
3030,-2250,14428,-8503,-22885,1434,-2129
3040,-5341,2865,108,-23869,-2453,-3371
3050,-6663,-4835,4662,-21433,-3353,-2389
3060,-6002,-14221,13285,-19264,-1728,-147
3070,-2293,-27310,26662,-15402,2041,2211
3080,-5030,-32764,32764,14072,-2270,3
3090,-7375,-25126,31856,29906,447,3678
3100,-7784,-9300,24976,32368,5607,8477
3110,-4926,15073,-32539,26416,7832,7359
3120,291,19320,-32748,-7369,23528,7861
3130,20276,4071,-32748,-30778,30452,11699
3140,32748,-13756,-20877,-19335,11390,11943
3150,31884,-32764,32764,18374,-29561,-10844
3160,3009,-32764,578,31608,-26766,-24764
3170,-11079,-15653,-9016,-27675,15856,-4046
3180,-6076,-11037,-19641,-25297,29752,6629
3190,-1848,-13798,-22693,-20706,32760,8797
3200,2744,-32764,23632,-27624,15048,492
3210,1791,-32764,4690,-22784,-4561,-5420
3220,-203,-32764,-9193,-24483,-1956,-8432
3230,-2192,-32764,-7603,-29799,9418,-7586
3240,-5801,-32623,2183,-26781,1666,-2795
3250,-4406,-29328,-1178,-22477,-9544,-3506
3260,-5337,-30731,3371,-20878,-18418,-6769
3270,-1179,-29232,6727,-15957,-23540,-6515
3280,4063,-25892,9410,-14369,-21891,-4870
3290,7352,-21862,10701,-12353,-20872,-4510
3300,9772,-17707,12487,-10021,-21677,-5236
3310,9680,-11265,13471,-5993,-20735,-4456
3320,9869,-8425,10896,-5665,-15305,-3352
3330,6099,-7505,6717,-7284,-7167,-2969
3340,-343,-3535,8736,-10561,2229,-2501
3350,-3040,-1322,7541,-11311,5730,-2336
3360,-4727,-2067,5643,-11702,9779,-1515
3370,-9950,-4364,9332,-9337,14526,910
3380,-10526,-4244,11334,-5856,17182,3262
3390,-5795,-4759,9967,-2048,20939,5989
3400,-78,-2057,8431,4467,15945,5470
3410,3448,-967,7641,9464,6560,4164
3420,5657,-983,7771,15122,-177,2683
3430,8997,-5988,6141,27385,-16728,-2751
3440,8535,-12504,3458,31881,-24582,-5963
3450,7303,-22691,662,32765,-28554,-8125
3460,8746,-31662,-564,32333,-25783,-8411
3470,18157,-32764,6842,25942,2350,-1638
3480,19761,-32764,7140,23729,12216,193
3490,15160,-32764,4405,22710,16887,-1661
3500,3946,-32764,-462,21709,30151,-1473
3510,3724,-32764,1913,21387,29075,262
3520,5331,-32764,4794,21878,20573,1370
3530,4131,-32764,3043,23285,10596,1164
3540,4170,-32764,7154,21439,-2023,1440
3550,3596,-32764,3394,21467,-7270,1884
3560,5895,-31682,3730,19136,-13266,3561
3570,2371,-23190,3620,18024,-16281,2257
