timestamp, ax, ay, az, gx, gy, gz
0,1665,13471,-2247,6113,7120,-7427
10,2639,14671,-26,2165,4091,-6893
20,5309,15096,3266,923,1308,-5823
30,7315,14343,2478,2959,1746,-4961
40,7922,13791,1558,4706,2233,-3912
50,6121,12848,3414,3738,176,-4125
60,4977,12399,5271,2688,-783,-4304
70,3982,12699,5560,3035,-716,-4834
80,2798,13348,5538,4324,-327,-5699
90,2114,15368,3204,8120,2383,-6848
100,1786,16050,2074,9718,4634,-7168
110,1238,15884,2196,10904,7035,-7208
120,-2067,20091,3288,6507,1853,-4472
130,-740,17770,4371,2157,-3751,-2371
140,-548,16925,4399,1237,-4424,-2214
150,-637,16681,3746,1206,-4914,-2158
160,-814,16849,3106,1410,-4983,-2171
170,-1328,17379,3150,1437,-4216,-2380
180,-1455,17717,2895,1509,-3766,-2422
190,-1493,17981,2692,1524,-3491,-2433
200,-1369,18137,2713,1241,-3186,-2381
210,-1374,18012,2831,960,-3199,-2406
220,-1509,17728,3029,472,-3301,-2518
230,-1634,17282,3289,-170,-3615,-2711
240,-2282,16686,3300,-675,-4004,-3185
250,-2757,16833,3135,-503,-3811,-3451
260,-3484,16925,2860,-522,-3734,-3896
270,-3633,16946,2684,-973,-3822,-4004
280,-3886,17026,2704,-1418,-4082,-4064
290,-3837,16859,3845,-2216,-4413,-4151
300,-4098,16540,3710,-2419,-4494,-4352
310,-3880,16244,3767,-2678,-4871,-4523
320,-3736,15846,3625,-2992,-5028,-4709
330,-4024,15203,3273,-3425,-5050,-5152
340,-4060,15205,3941,-3881,-5273,-5223
350,-4485,15308,4596,-4366,-5752,-5322
360,-3600,15087,6993,-5243,-8046,-5468
370,-3451,14869,6484,-5434,-8561,-5476
380,-2686,14661,6916,-5569,-8722,-5245
390,-3142,14577,4948,-4876,-7917,-5166
400,-3139,14314,4573,-4801,-7757,-5023
410,-3708,14001,3826,-4472,-7064,-4932
420,-4475,13707,2691,-3969,-6439,-4725
430,-5811,12609,1909,-3846,-6746,-3802
440,-6525,12005,1100,-3750,-7432,-3290
450,-6128,11331,869,-3851,-8318,-2556
460,-4583,9396,2004,-3908,-9165,-855
470,-4457,8371,2498,-2993,-8735,99
480,-4555,8254,1838,551,-5711,2533
490,-3877,8144,1977,2004,-3823,3904
500,-2271,7438,1422,3458,-2174,5541
510,94,6160,-1001,4665,-460,7399
520,5809,499,-2016,6334,-52,11785
530,9875,-821,6557,8058,-2495,12786
540,10553,7761,31277,10867,-1950,10029
550,-4273,32748,-24197,16693,9071,-145
560,8923,32748,-26040,23847,5070,2087
570,8244,22019,-4528,11553,16532,3184
580,-1386,9765,11570,5673,21607,1636
590,481,5330,-1293,10384,3820,5962
600,1939,7224,-3431,9451,264,7476
610,3606,10613,-3077,9739,-1655,8920
620,6014,19765,-2922,12526,4190,10751
630,8074,23530,-4337,13955,6436,11502
640,9754,24513,-4991,13897,8454,12566
650,11088,23911,-5337,12464,9866,13633
660,10866,22113,-2656,5158,7802,13426
670,10117,21896,-654,1416,4882,13408
680,9810,22351,-1071,-531,1714,13984
690,10183,24586,-2114,-2523,-2769,15323
700,9023,27849,-6107,-2048,-3332,15528
710,7392,32733,-8389,-2116,-7102,15137
720,162,32748,-3182,-3000,-11298,14176
730,-140,32748,-5697,-114,-9046,15007
740,-450,32748,-8169,3909,-7474,15136
750,-3440,32748,-2908,3025,-175,15297
760,-2240,29817,2037,61,2249,16817
770,-1508,25064,6269,-418,2412,16580
780,2421,22260,7963,1620,2888,15399
790,2064,20241,8120,5253,8161,14385
800,921,18935,9921,4650,10552,15188
810,334,17274,9517,5003,10201,15543
820,-3654,9475,7167,3366,-1151,12562
830,-5219,8339,6764,1438,-7667,9845
840,-6890,7064,6350,866,-11175,7364
850,-10515,3358,3726,827,-6112,4073
860,-10253,2090,2535,156,-2316,2286
870,-10501,1101,2051,-716,336,-10
880,-11466,979,1651,-1827,1482,-2492
890,-11567,5313,-1587,-5945,-1237,-6944
900,-8771,9012,-2638,-7636,-4775,-9003
910,-5002,12048,-2501,-8786,-6761,-11305
920,-2137,16643,-89,-10004,35,-15570
930,-428,16899,2037,-10748,4311,-15462
940,4084,24348,416,-15106,-2189,-21448
950,6529,32748,-1744,-17851,584,-24404
960,7519,32748,-900,-18953,828,-22046
970,8620,32748,972,-17458,2620,-15009
980,29553,32748,-1671,255,15404,4947
990,32748,32748,-4918,8714,17964,2904
1000,32748,32748,-4947,10792,15390,-11457
1010,21693,32748,-6714,10201,10346,-24578
1020,8628,32748,-6214,7558,-4904,-22989
1030,8041,32748,-955,5037,-9114,-20623
1040,7723,31551,-2260,4748,-9098,-18798
1050,8685,21839,-2950,2601,-12548,-11908
1060,5962,17163,-2603,926,-13454,-9081
1070,2631,13525,-4189,-205,-14961,-6462
1080,1081,9873,-3871,-1741,-17357,-3576
1090,3088,633,-4875,-5638,-19021,1648
1100,6674,-3744,-4771,-8390,-17781,3062
1110,8489,-6536,-2839,-10778,-17768,3489
1120,7279,-12938,121,-9991,-16383,4753
1130,5709,-12703,-1349,-7224,-12432,6002
1140,3638,-12233,-2438,-3648,-8902,7398
1150,2934,-10610,-3531,967,-3741,10264
