timestamp, ax, ay, az, gx, gy, gz
0, -24593, 516, -590, -6972, -1528, -4157
10, -23608, -301, -2817, -3088, 2360, -2989
20, -21365, -562, -5787, 1863, 6311, -1128
30, -14877, -1498, -11539, 7119, 7012, 2910
40, -9990, -2621, -12247, 6201, 3723, 4660
50, -6699, -4374, -11708, 3768, 716, 4629
60, -5999, -6171, -10502, 986, -1189, 2907
70, -8674, -6988, -9223, -2156, -2097, -558
80, -10604, -5963, -9099, -2797, -1452, -1707
90, -13493, -3551, -8442, -3777, -706, -2901
100, -19801, 1961, -3978, -6691, -1736, -3954
110, -15333, 1940, -2046, 2638, 2897, 4902
120, -13127, 1404, -3736, 1849, 2294, 4426
130, -12562, 644, -4986, -18, 1538, 3100
140, -13664, -1518, -5386, -3745, 1177, 938
150, -13825, -1651, -4661, -4491, 1397, 751
160, -14164, -1437, -3783, -4301, 1658, 697
170, -14479, -1028, -2994, -3605, 1651, 904
180, -14439, 225, -1546, -2238, 856, 2020
190, -14188, 1036, -1028, -1798, 457, 2515
200, -13959, 1739, -594, -1554, 388, 2761
210, -14633, 2437, -49, -1304, 1221, 2417
220, -14977, 2353, 52, -1214, 1522, 2206
230, -15053, 1888, 36, -1035, 1523, 2083
240, -14331, 590, -61, -600, 807, 1738
250, -13951, 82, -156, -506, 202, 1406
260, -13676, -232, -241, -503, -249, 1029
270, -13483, -262, -301, -464, -372, 717
280, -13531, 224, -331, 195, -520, 179
290, -13540, 483, -229, 625, -736, 4
300, -13452, 829, -70, 1013, -851, -82
310, -13281, 1386, 76, 1645, -833, -374
320, -13482, 1640, 240, 1800, -869, -602
330, -13826, 1833, 354, 1947, -878, -820
340, -14862, 2213, 134, 2020, -755, -1009
350, -15286, 2511, -195, 2082, -89, -1181
360, -15669, 2748, -697, 2137, 223, -1136
370, -16138, 2768, -1220, 2152, 413, -1085
380, -17759, 1753, -1927, 1880, 554, -1023
390, -18780, 1016, -1776, 1643, 626, -946
400, -19779, 477, -1180, 1481, 931, -864
410, -21309, 2567, 2, 1735, 2440, -475
420, -21906, 4568, -206, 2154, 2253, 127
430, -22033, 5923, -702, 2658, 989, 849
440, -21957, 5748, -1016, 2906, -62, 1234
450, -20912, 2595, 910, 2169, -619, 1471
460, -20060, 1859, 2424, 2132, -707, 1720
470, -19494, 1909, 2974, 2737, -662, 2005
480, -19826, 3535, -824, 4954, -1179, 2654
490, -20905, 3505, -4701, 5924, -2412, 3163
500, -21210, -163, -8862, 5430, -4454, 3495
510, -20766, -2030, -9452, 4758, -4803, 2510
520, -19877, -2434, -9741, 4147, -5102, 1350
530, -18128, -1998, -9175, 3291, -5218, 615
540, -14142, -2067, -7029, 2035, -4297, 351
550, -13026, -2886, -6046, 2202, -3671, 254
560, -12689, -3934, -5451, 2719, -2945, 239
570, -15253, -5124, -5167, 4137, -1749, -442
580, -17373, -4365, -5471, 4638, -868, -1013
590, -18133, -3314, -5457, 4805, -173, -1187
600, -17633, -2177, -4368, 4807, 832, -1369
610, -16721, -1813, -4103, 5072, 767, -1425
620, -15832, -1228, -3968, 5129, 425, -1435
630, -14986, -664, -3480, 4776, -64, -1324
640, -14599, 132, -2675, 3973, -1036, -1292
650, -14834, 591, -2792, 3662, -928, -1262
660, -14983, 835, -2808, 3284, -403, -1183
670, -14557, 1215, -2722, 2645, -158, -1199
680, -14219, 1513, -2544, 2303, -249, -1289
690, -13833, 1875, -2539, 1850, -378, -1292
700, -13588, 1862, -1776, 1121, -666, -1411
710, -13899, 1415, -1042, -838, -2091, -2182
720, -14315, 908, -422, -1635, -2893, -2631
730, -14661, -357, 733, -2486, -4077, -3278
740, -14702, -1535, 1250, -2336, -4410, -3642
750, -14742, -2507, 1558, -1498, -4383, -3708
760, -14418, -3728, 608, 1197, -3027, -1956
770, -13512, -3335, -193, 2059, -2207, -844
780, -13246, -2174, -867, 2225, -2054, -649
790, -13640, -1010, -879, 1647, -2551, -927
800, -14301, 1142, 162, -196, -2648, -1010
810, -14830, 1663, 700, -858, -2391, -901
820, -14905, 1831, 1007, -1199, -2425, -656
830, -14001, 633, 1562, -1382, -2871, -9
840, -13313, 319, 1588, -1315, -2732, 309
850, -12790, 183, 1509, -1323, -2254, 452
860, -12771, 156, 1450, -1370, -1526, 389
870, -14262, 511, 1861, -1404, 82, 372
880, -15154, 440, 2182, -1389, 1141, 553
890, -16190, 53, 2658, -1487, 2543, 777
900, -17258, -1079, 2875, -1528, 3937, 1365
910, -17751, -2095, 2080, -1676, 4234, 1314
920, -18010, -3047, 1344, -1746, 1920, 1106
930, -18340, -3276, 1031, -1597, -1060, 629
940, -19843, -1930, 193, 75, -1755, -48
950, -21157, -1374, -486, 1154, 134, -296
960, -20935, 2272, 5396, -4822, -482, -1287
970, -20365, 2202, 6782, -5906, -3240, -1554
980, -20945, 972, 6868, -6425, -5707, -2102
990, -22201, -911, 2235, -6074, -7255, -2729
1000, -23947, -3745, 324, -2725, -8629, -3882
1010, -22133, -3333, -2083, 1343, -7533, -2448
1020, -19142, -3278, -4950, 5853, -4864, -534
1030, -14395, -3706, -10154, 11361, -1883, 1907
1040, -12625, -3345, -11798, 11384, -2067, 2048
1050, -12153, -2167, -12119, 9097, -1765, 1375
1060, -12904, -533, -7475, 2384, 2002, 245
1070, -14043, -1379, -6465, 1736, 3758, -296
