timestamp, ax, ay, az, gx, gy, gz
0, -6651, 5253, 14611, 115, -621, -883
10, -6600, 5205, 14596, 151, -631, -947
20, -6626, 5166, 14611, 199, -603, -1017
30, -6632, 5208, 14539, 350, -561, -1099
40, -6642, 5203, 14553, 341, -548, -1139
50, -6618, 5146, 14542, 368, -525, -1143
60, -6583, 5152, 14390, 479, -447, -1099
70, -6562, 5135, 14368, 506, -421, -1090
80, -6523, 5111, 14279, 560, -397, -1053
90, -6360, 5011, 13997, 592, -382, -958
100, -6201, 4898, 13732, 536, -408, -913
110, -5956, 4750, 13381, 471, -509, -911
120, -5749, 4551, 13151, 395, -634, -944
130, -5106, 4038, 11299, 716, -974, -925
140, -4076, 3441, 8988, 827, -1386, -937
150, -3079, 2813, 7381, 250, -1947, -1131
160, -1726, 1769, 4045, -1205, -3185, -1801
170, -998, 1162, 2179, -2274, -4198, -2127
180, -259, 517, 716, -3597, -5292, -2412
190, 262, -348, -614, -5553, -6440, -2785
200, 233, -639, -372, -5606, -6263, -2655
210, 652, -793, -262, -4835, -5730, -2472
220, 1060, -798, 995, -1482, -2373, -2916
230, 747, -252, 1399, 275, 20, -3291
240, 65, 171, 1365, 1216, 1773, -3631
250, -331, 389, 1262, 1268, 2164, -3830
260, -216, 130, 868, 225, 844, -3857
270, -257, -37, 804, -84, 625, -3844
280, -352, -66, 955, -184, 774, -3759
290, -277, 110, 1071, -172, 980, -3546
300, -181, 143, 1049, -240, 815, -3608
310, -172, 79, 1089, -382, 695, -3730
320, -198, 89, 1148, -464, 764, -3859
330, -304, 70, 1209, -529, 883, -3928
340, -393, 74, 1211, -630, 898, -3963
350, -303, 68, 1221, -849, 811, -3935
360, -302, 92, 1301, -935, 829, -3975
370, -328, 97, 1343, -1006, 802, -4026
380, -360, 72, 1345, -1088, 757, -4097
390, -437, 81, 1401, -1344, 848, -4156
400, -451, 91, 1474, -1455, 844, -4164
410, -462, 88, 1462, -1557, 806, -4193
420, -506, 86, 1563, -1834, 756, -4228
430, -507, 124, 1587, -1973, 776, -4226
440, -561, 131, 1626, -2128, 702, -4264
450, -589, 125, 1743, -2428, 599, -4261
460, -675, 154, 1743, -2637, 608, -4274
470, -723, 180, 1847, -2816, 569, -4279
480, -801, 201, 1918, -3001, 488, -4295
490, -1172, 343, 2392, -3408, 289, -4398
500, -2118, 937, 4328, -3732, 114, -4564
510, -32764, 21657, 32764, -8030, -7226, -6410
520, -32764, -933, 32764, 8407, -32267, 199
530, -4374, 3066, 1011, 13870, -30640, 4952
540, -1482, -1621, 7254, 4394, 7713, 212
550, -217, -592, 5203, 5880, 12458, 318
560, -598, 1443, 5378, 4817, 14994, -738
570, -3920, 3244, 7415, -344, 12697, -2975
580, -5538, 3041, 9397, -3448, 10661, -2738
590, -6710, 2025, 12472, -5887, 9549, -1678
600, -8835, -1484, 18266, -3979, 5096, 262
610, -9440, -2494, 16242, 96, 1525, 904
620, -9827, -1797, 13988, 2872, -1679, 1387
630, -8954, -153, 14066, 3456, -4340, 1803
640, -6576, 1841, 15998, 3214, -8694, 2028
650, -5730, 1863, 16730, 3247, -10033, 1820
660, -4789, 1605, 17139, 3208, -10178, 1380
670, -2792, 1349, 17241, 3046, -6987, 671
680, -2151, 1773, 17791, 2663, -4371, 742
690, -2634, 2002, 18266, 2174, -1330, 332
700, -4289, 1408, 18218, 1791, 1113, -362
710, -5498, 2271, 16459, 1561, 2958, -465
720, -5570, 2742, 15195, 1312, 2935, -587
730, -5413, 2341, 14531, 634, 2413, -808
740, -5354, 1643, 14775, -184, 1746, -871
750, -6081, 1145, 15253, -571, 593, -687
760, -5869, 1441, 15149, -372, -333, -529
770, -5530, 1519, 15620, -348, -1146, -478
780, -5503, 1171, 16571, -166, -1698, -370
790, -5574, 1097, 16676, 26, -1691, -273
800, -5430, 1148, 16554, 268, -1670, -180
810, -4939, 1339, 16264, 632, -1511, -85
820, -4846, 1396, 16217, 684, -1268, -86
830, -4858, 1471, 16158, 711, -990, -113
840, -4987, 1667, 15977, 612, -576, -275
850, -5015, 1700, 15983, 446, -425, -320
860, -5075, 1697, 16044, 328, -344, -370
870, -5093, 1674, 16072, 240, -310, -383
880, -5224, 1553, 16095, 157, -276, -381
890, -5206, 1487, 16041, 209, -404, -364
900, -5221, 1450, 16108, 242, -564, -342
910, -4831, 1406, 16150, 325, -907, -254
920, -4693, 1459, 16222, 354, -1011, -247
930, -4653, 1463, 16292, 385, -1013, -239
940, -4721, 1512, 16308, 425, -908, -236
950, -4843, 1704, 16089, 501, -508, -240
960, -4762, 1545, 16012, 437, -377, -273
970, -4996, 1367, 15962, 367, -157, -346
980, -5236, 1279, 15916, 250, 47, -419
990, -5027, 1215, 16109, 179, -37, -379
